transaction_amount,transaction_frequency,transaction_hour,pin_attempts,device_change_count,new_recipient,location_change,upi_id_age_days,avg_transaction_amount,state,merchant_category,dob_year,is_fraud
563.89,1,20,1,1,0,1,504,679.21,Telangana,Clothing,1990,0
343.68,6,14,1,0,0,0,581,2072.56,Kerala,Grocery,1977,0
562.97,1,9,1,1,0,1,309,1075.57,Gujarat,Grocery,1979,0
570.75,3,12,1,0,0,0,83,378.33,Uttar Pradesh,Grocery,1999,0
1038.3,6,11,1,1,0,1,134,2073.74,Delhi,Electronics,1986,0
521.34,5,6,1,1,0,0,301,2459.52,Uttar Pradesh,Electronics,1972,0
399.43,9,20,1,0,0,1,507,78.41,Delhi,Travel,1990,0
306.29,3,11,1,0,0,1,185,186.04,Karnataka,Healthcare,1971,0
1321.75,1,9,1,0,0,1,140,1156.22,Kerala,Food,1997,0
581.65,6,9,1,0,0,1,204,495.22,Tamil Nadu,Fuel,1980,0
1114.48,8,19,1,0,0,0,145,460.16,West Bengal,Healthcare,1995,0
1298.02,8,15,1,0,0,1,133,268.84,Uttar Pradesh,Healthcare,1985,0
853.31,6,7,1,1,0,1,144,855.24,West Bengal,Fuel,1994,0
3248.13,4,1,3,1,1,2,5,2368.3,Gujarat,Education,1988,1
949.14,2,16,1,1,0,0,409,1305.49,Rajasthan,Entertainment,1983,0
1577.21,2,15,1,1,0,0,342,731.68,Uttar Pradesh,Entertainment,1977,0
2489.77,1,10,1,1,0,0,350,181.37,Telangana,Fuel,1981,0
568.28,9,15,1,0,0,1,352,2349.16,Telangana,Entertainment,1981,0
1062.73,5,17,1,0,0,1,421,624.3,Maharashtra,Education,1985,0
552.87,6,9,1,0,0,0,550,2478.15,West Bengal,Fuel,1979,0
6988.25,10,22,2,2,1,0,45,10654.49,West Bengal,Utilities,1998,1
2378.69,9,8,1,1,0,0,336,2764.33,Maharashtra,Education,1973,0
1339.58,5,14,1,0,0,0,23,230.07,Telangana,Education,1992,0
540.37,5,13,1,1,0,1,448,1331.42,Rajasthan,Grocery,1987,0
1175.73,3,21,1,0,0,0,260,1257.6,Karnataka,Electronics,1999,0
6631.05,8,17,1,0,0,1,92,570.09,Delhi,Education,1982,0
49.08,9,11,1,0,0,1,435,59.14,Delhi,Fuel,1989,0
211.98,1,12,1,0,0,0,237,4146.74,Telangana,Electronics,1971,0
8559.64,21,1,2,0,0,0,31,6064.17,Maharashtra,Education,1984,1
44.67,21,4,4,1,0,0,33,8696.24,Telangana,Clothing,1987,1
110.81,8,17,1,0,0,1,577,1165.61,Kerala,Education,1994,0
1838.96,9,11,1,0,0,0,598,17.76,Gujarat,Entertainment,1976,0
757.58,2,17,1,0,0,1,344,213.32,West Bengal,Electronics,1979,0
9989.35,21,22,3,2,1,1,13,2846.13,Rajasthan,Electronics,1988,1
550.11,3,7,1,1,0,0,412,56.13,Karnataka,Fuel,1977,0
8116.4,17,0,3,1,0,0,39,12350.48,Karnataka,Education,1994,1
1914.58,6,15,1,0,0,1,82,584.02,West Bengal,Clothing,1986,0
1960.58,6,17,1,0,0,0,695,3707.78,West Bengal,Travel,1987,0
433.46,9,14,1,0,0,1,464,1161.68,Gujarat,Entertainment,1981,0
1294.93,7,20,1,1,0,0,648,1894.57,Tamil Nadu,Utilities,1985,0
1618.29,8,17,1,0,0,1,722,772.87,Kerala,Electronics,1973,0
204.43,7,17,1,0,0,1,8,3645.16,Maharashtra,Healthcare,1984,0
2673.61,4,14,1,0,0,0,640,998.93,Uttar Pradesh,Clothing,1992,0
295.09,4,17,1,0,0,1,577,244.68,Maharashtra,Fuel,1977,0
5115.06,28,4,3,0,0,2,31,295.08,Rajasthan,Education,1992,1
1743.63,6,14,1,1,0,1,134,410.07,Delhi,Healthcare,1996,0
212.57,5,19,1,0,0,1,684,113.86,Kerala,Utilities,1984,0
1724.97,3,15,1,1,0,1,92,30.37,Karnataka,Travel,1972,0
3257.8,5,8,1,1,0,1,717,710.63,Kerala,Travel,1998,0
200.07,3,14,1,1,0,1,413,706.79,Telangana,Travel,1980,0
2004.46,5,13,1,0,0,1,72,998.44,Maharashtra,Clothing,1982,0
555.52,7,21,1,1,0,1,293,521.05,Uttar Pradesh,Fuel,1999,0
493.68,8,18,1,0,0,0,545,755.46,Uttar Pradesh,Entertainment,1992,0
391.96,7,15,1,1,0,0,50,16.72,Delhi,Travel,1989,0
1745.44,3,6,1,0,0,0,416,241.75,Tamil Nadu,Electronics,1971,0
435.48,9,12,1,1,0,0,600,164.63,Maharashtra,Entertainment,1973,0
257.21,5,13,1,1,0,0,487,1325.82,Uttar Pradesh,Utilities,1997,0
171.15,6,13,1,0,0,1,260,1607.75,Tamil Nadu,Entertainment,1972,0
629.13,5,7,1,0,0,1,51,1933.72,Kerala,Clothing,1997,0
774.05,6,20,1,1,0,0,93,208.22,Rajasthan,Food,1977,0
480.81,2,13,1,0,0,0,670,13.1,Kerala,Entertainment,1985,0
318.88,8,10,1,1,0,0,678,126.46,West Bengal,Education,1996,0
10.0,7,14,1,0,0,0,424,467.27,Telangana,Entertainment,1984,0
37.38,4,15,1,0,0,1,280,367.55,Rajasthan,Healthcare,1987,0
807.79,1,21,1,1,0,0,703,353.47,Uttar Pradesh,Entertainment,1981,0
1517.99,4,17,1,1,0,1,174,279.7,Delhi,Entertainment,1992,0
697.08,9,11,1,1,0,0,697,332.56,Kerala,Entertainment,1980,0
1756.44,2,6,1,0,0,1,267,319.39,Delhi,Healthcare,1976,0
152.73,3,18,1,1,0,0,424,599.15,Kerala,Entertainment,1973,0
533.48,8,7,1,1,0,1,495,163.01,Rajasthan,Electronics,1977,0
1420.2,27,0,1,0,0,0,25,3956.91,Maharashtra,Utilities,1987,1
939.1,1,19,1,0,0,1,495,2617.6,West Bengal,Electronics,1988,0
257.7,5,15,1,1,0,0,480,1582.21,Uttar Pradesh,Clothing,1988,0
3248.75,3,12,1,1,0,1,610,2619.87,Maharashtra,Clothing,1980,0
575.84,3,10,1,1,0,1,573,3062.84,Karnataka,Healthcare,1981,0
1109.6,8,18,1,1,0,0,678,449.45,Gujarat,Fuel,1991,0
362.33,1,17,1,1,0,0,84,1050.27,Gujarat,Education,1970,0
781.85,5,16,1,0,0,0,51,1344.98,Tamil Nadu,Entertainment,1991,0
1665.3,6,7,1,1,0,0,214,545.3,Maharashtra,Healthcare,1987,0
10.0,3,12,1,1,0,0,485,3693.1,Maharashtra,Electronics,1994,0
912.96,1,14,1,1,0,0,479,2771.19,Rajasthan,Education,1982,0
4008.21,5,19,1,0,0,0,33,518.19,Karnataka,Electronics,1979,0
385.07,1,18,1,1,0,0,442,221.6,West Bengal,Food,1973,0
939.62,5,6,1,0,0,1,621,1656.99,Tamil Nadu,Food,1992,0
438.79,28,0,2,0,1,0,16,3163.37,West Bengal,Travel,1983,1
2481.58,1,16,1,1,0,1,620,895.9,Uttar Pradesh,Grocery,1987,0
507.74,4,6,1,1,0,0,212,1519.56,Telangana,Fuel,1971,0
8827.92,29,4,3,1,0,2,13,7535.17,Telangana,Education,1970,1
345.91,4,17,1,0,0,1,691,773.53,Rajasthan,Grocery,1981,0
690.61,9,9,1,0,0,0,402,939.68,West Bengal,Education,1978,0
1313.35,8,21,1,1,0,1,269,249.9,Delhi,Grocery,1981,0
645.31,2,13,1,1,0,0,58,497.72,Rajasthan,Healthcare,1985,0
214.28,9,17,1,1,0,0,247,16.34,Karnataka,Travel,1972,0
5512.2,20,0,3,0,1,2,12,3763.7,Kerala,Electronics,1973,1
498.44,9,13,1,0,0,0,627,838.55,Delhi,Education,1995,0
2113.64,16,23,3,2,1,0,32,678.9,Kerala,Fuel,1981,1
3335.18,9,10,1,1,0,1,35,38.55,Uttar Pradesh,Food,1990,0
655.55,2,21,1,1,0,0,130,1265.87,Tamil Nadu,Entertainment,1985,0
63.94,2,17,1,0,0,0,404,16.75,Karnataka,Food,1998,0
779.26,9,8,1,1,0,0,506,1075.52,Kerala,Electronics,1983,0
2147.02,20,2,3,2,1,0,10,3756.62,Karnataka,Food,1998,1
535.23,2,20,1,0,0,0,167,717.17,Gujarat,Clothing,1991,0
3347.97,3,16,1,0,0,0,507,1370.04,Karnataka,Healthcare,1999,0
224.29,6,9,1,0,0,0,507,5886.08,Karnataka,Travel,1981,0
775.47,9,6,1,1,0,1,481,985.49,Karnataka,Clothing,1977,0
3159.18,1,14,1,0,0,1,641,1293.76,Gujarat,Grocery,1986,0
380.78,8,6,1,0,0,1,714,768.19,West Bengal,Electronics,1991,0
957.06,5,19,1,0,0,0,653,637.1,Maharashtra,Grocery,1982,0
1237.77,1,15,1,0,0,1,108,514.56,Maharashtra,Grocery,1992,0
3170.63,3,13,1,0,0,1,181,943.2,West Bengal,Fuel,1970,0
252.35,11,4,1,2,0,0,24,667.6,Maharashtra,Food,1982,1
1695.33,5,6,1,1,0,0,442,124.41,Tamil Nadu,Education,1978,0
894.02,1,14,1,0,0,1,364,3714.93,Gujarat,Travel,1991,0
1121.19,6,13,1,1,0,1,671,2042.34,Rajasthan,Utilities,1985,0
1126.97,6,17,1,1,0,0,62,55.65,Maharashtra,Utilities,1971,0
4003.12,22,3,1,2,1,0,21,15583.59,Tamil Nadu,Clothing,1981,1
337.82,6,10,1,1,0,0,356,534.23,Telangana,Utilities,1995,0
3476.55,9,18,1,1,0,0,717,198.72,Rajasthan,Healthcare,1995,0
1535.48,1,18,1,1,0,1,490,503.9,Tamil Nadu,Entertainment,1997,0
3237.8,5,18,1,1,0,0,4,254.67,Uttar Pradesh,Utilities,1982,0
1619.03,2,9,1,0,0,0,15,218.29,Kerala,Electronics,1996,0
10504.94,26,23,2,1,1,1,48,792.5,Uttar Pradesh,Fuel,1978,1
1461.63,6,6,1,1,0,0,612,2933.38,Kerala,Food,1996,0
678.58,6,14,1,1,0,0,652,184.59,Telangana,Entertainment,1981,0
180.07,6,12,1,0,0,0,308,1179.27,Maharashtra,Entertainment,1990,0
820.06,3,20,1,1,0,1,330,1218.15,Delhi,Clothing,1982,0
624.63,2,12,1,0,0,1,664,1702.61,Maharashtra,Electronics,1999,0
3314.64,1,12,1,1,0,0,138,231.4,Telangana,Grocery,1975,0
1325.36,5,8,1,0,0,1,510,944.15,Karnataka,Fuel,1977,0
721.34,1,6,1,1,0,0,595,878.81,Maharashtra,Fuel,1983,0
1926.59,9,13,1,0,0,0,449,97.28,Tamil Nadu,Electronics,1980,0
38.04,4,13,1,1,0,0,468,413.93,Kerala,Entertainment,1976,0
3060.5,6,20,1,0,0,0,312,1212.32,Telangana,Grocery,1976,0
828.54,8,18,1,0,0,1,386,491.68,Gujarat,Grocery,1996,0
1202.23,5,9,1,1,0,0,98,1349.46,Rajasthan,Education,1970,0
1564.56,6,7,1,0,0,1,509,832.81,Tamil Nadu,Entertainment,1981,0
1372.05,5,15,1,1,0,0,716,817.77,Kerala,Entertainment,1990,0
3446.63,7,8,1,0,0,0,611,571.14,Kerala,Entertainment,1972,0
1834.72,9,21,1,1,0,0,527,33.26,Kerala,Fuel,1970,0
787.94,8,21,1,1,0,0,463,210.93,Tamil Nadu,Healthcare,1975,0
6498.98,3,21,1,0,0,1,417,897.86,Rajasthan,Healthcare,1978,0
1195.06,7,12,1,1,0,0,543,1668.37,Telangana,Electronics,1973,0
3529.11,3,18,1,0,0,0,502,892.28,Delhi,Electronics,1972,0
128.33,2,7,1,0,0,1,159,1420.18,Tamil Nadu,Electronics,1998,0
50.12,2,20,1,0,0,0,366,728.42,Uttar Pradesh,Entertainment,1974,0
4783.01,11,4,2,0,0,2,34,5311.66,Telangana,Travel,1975,1
1168.24,1,9,1,0,0,0,522,488.88,West Bengal,Fuel,1982,0
599.48,1,18,1,1,0,1,429,1368.38,West Bengal,Healthcare,1974,0
1277.87,9,6,1,0,0,0,205,1019.12,Gujarat,Fuel,1981,0
1283.1,8,21,1,0,0,0,624,3247.94,West Bengal,Grocery,1996,0
1500.65,1,19,1,0,0,1,23,1009.94,Tamil Nadu,Grocery,1988,0
487.75,5,13,1,1,0,1,226,239.76,Delhi,Fuel,1995,0
375.27,9,18,1,1,0,0,496,1272.03,Rajasthan,Utilities,1980,0
2310.23,3,18,1,0,0,1,24,1250.42,Delhi,Travel,1992,0
10.0,2,12,1,0,0,1,24,10.0,Telangana,Travel,1994,0
2028.07,9,14,1,1,0,1,592,1098.21,Delhi,Food,1989,0
1358.8,8,13,1,0,0,1,57,1484.87,West Bengal,Healthcare,1990,0
332.34,9,21,1,1,0,0,6,1330.67,Karnataka,Clothing,1991,0
885.1,2,15,1,1,0,0,141,445.11,Maharashtra,Grocery,1994,0
2084.49,4,10,1,1,0,0,238,380.31,Maharashtra,Entertainment,1974,0
993.84,2,11,1,1,0,1,321,364.37,Maharashtra,Healthcare,1994,0
258.59,9,17,1,1,0,0,389,1460.49,Rajasthan,Travel,1983,0
140.53,3,6,1,0,0,1,717,998.13,Telangana,Utilities,1993,0
2920.54,22,22,4,0,0,1,55,4000.71,Tamil Nadu,Electronics,1986,1
209.76,5,6,1,0,0,1,547,1290.57,Kerala,Clothing,1985,0
4265.05,5,19,1,1,0,1,42,601.61,Maharashtra,Food,1970,0
811.07,2,19,1,1,0,1,502,170.03,Uttar Pradesh,Grocery,1973,0
10.0,9,16,1,0,0,0,296,1066.57,Maharashtra,Entertainment,1981,0
240.35,4,21,1,0,0,1,369,45.41,Telangana,Travel,1992,0
1932.0,3,18,1,0,0,0,109,168.37,Maharashtra,Healthcare,1973,0
268.46,8,1,4,1,0,0,1,3987.33,Rajasthan,Clothing,1980,1
719.74,2,9,1,0,0,1,501,38.24,Rajasthan,Clothing,1987,0
2162.52,4,12,1,0,0,1,3,101.86,Karnataka,Electronics,1974,0
1900.31,8,18,1,0,0,1,142,721.69,Telangana,Healthcare,1989,0
2576.38,4,14,1,0,0,0,417,279.21,Karnataka,Utilities,1995,0
98.19,2,17,1,0,0,0,196,323.93,Delhi,Fuel,1989,0
24982.51,22,2,3,1,1,2,26,4237.11,Uttar Pradesh,Electronics,1972,1
87.5,9,21,1,0,0,1,30,654.01,Telangana,Food,1990,0
43.7,1,16,1,0,0,1,524,1284.87,Telangana,Clothing,1974,0
583.57,1,18,1,1,0,0,432,402.45,Kerala,Clothing,1993,0
2345.72,2,9,1,0,0,0,230,677.4,Gujarat,Healthcare,1987,0
30.63,1,16,1,0,0,0,273,30.58,West Bengal,Food,1998,0
1258.76,4,18,1,0,0,0,472,64.93,Delhi,Food,1986,0
277.66,8,7,1,1,0,1,712,750.59,Gujarat,Education,1996,0
4468.96,8,19,1,0,0,0,527,23.8,Maharashtra,Food,1971,0
1243.57,8,11,1,0,0,0,498,2314.83,West Bengal,Healthcare,1975,0
1906.56,28,4,2,1,1,2,2,3952.3,Rajasthan,Electronics,1985,1
1014.52,2,16,1,0,0,0,438,1258.01,Gujarat,Education,1985,0
673.27,6,13,1,1,0,1,615,809.78,Karnataka,Healthcare,1977,0
715.54,2,10,1,0,0,1,503,237.52,Delhi,Education,1979,0
1304.34,9,17,1,1,0,1,64,516.07,Kerala,Electronics,1989,0
297.17,4,20,1,0,0,1,534,164.31,Karnataka,Clothing,1980,0
1153.53,3,21,1,0,0,0,156,567.07,Telangana,Clothing,1982,0
927.07,4,9,1,1,0,1,640,446.45,Kerala,Utilities,1985,0
160.51,9,16,1,0,0,1,6,2020.61,Kerala,Fuel,1991,0
1828.0,9,19,1,0,0,1,103,1075.63,Uttar Pradesh,Healthcare,1994,0
1974.64,4,14,1,1,0,1,376,353.82,West Bengal,Grocery,1979,0
90.29,1,21,1,1,0,1,621,680.22,Gujarat,Utilities,1995,0
650.5,3,9,1,1,0,1,465,1412.72,West Bengal,Utilities,1980,0
91.42,22,2,1,2,0,1,39,189.25,Uttar Pradesh,Education,1982,1
4754.22,9,6,1,1,0,1,201,4820.41,Rajasthan,Grocery,1980,0
315.96,9,19,1,0,0,0,301,1929.99,Uttar Pradesh,Food,1991,0
924.65,2,19,1,0,0,0,153,355.01,Rajasthan,Healthcare,1977,0
15227.19,13,3,4,2,0,2,20,3108.14,Gujarat,Healthcare,1997,1
1432.93,6,19,1,1,0,0,432,711.54,West Bengal,Food,1971,0
99.5,6,8,1,0,0,0,350,760.3,Gujarat,Grocery,1994,0
1964.8,8,9,1,1,0,1,243,1776.45,Kerala,Healthcare,1991,0
1309.72,3,14,1,0,0,0,660,1359.71,Karnataka,Electronics,1989,0
924.33,6,13,1,1,0,1,230,3032.74,Delhi,Fuel,1974,0
801.14,2,14,1,1,0,0,86,1034.2,West Bengal,Travel,1994,0
10.0,9,20,1,1,0,1,284,445.54,Karnataka,Clothing,1988,0
665.48,2,8,1,0,0,0,104,926.52,Uttar Pradesh,Clothing,1978,0
524.45,2,16,1,1,0,0,155,51.71,Gujarat,Entertainment,1999,0
280.91,8,13,1,0,0,1,449,1722.87,Delhi,Electronics,1993,0
934.25,6,12,1,0,0,0,436,298.67,Rajasthan,Education,1974,0
3153.36,6,8,1,1,0,1,155,535.96,Uttar Pradesh,Entertainment,1972,0
244.66,7,8,1,1,0,1,451,39.53,Delhi,Food,1989,0
1644.69,9,13,1,1,0,1,64,804.95,Uttar Pradesh,Food,1995,0
2912.49,3,11,1,1,0,0,268,472.28,Kerala,Grocery,1999,0
355.89,6,18,1,1,0,1,55,1423.35,Telangana,Entertainment,1995,0
81.23,6,7,1,0,0,0,362,757.71,Maharashtra,Electronics,1985,0
4963.24,11,22,1,0,0,0,53,3160.94,Uttar Pradesh,Fuel,1997,1
665.7,8,17,1,1,0,0,380,1528.34,Uttar Pradesh,Utilities,1970,0
279.84,6,21,1,0,0,0,535,3000.54,Uttar Pradesh,Travel,1979,0
1150.93,1,16,1,0,0,0,186,2075.63,Tamil Nadu,Healthcare,1991,0
114.58,7,8,1,0,0,0,208,462.92,West Bengal,Food,1993,0
3327.98,3,6,1,1,0,1,475,254.71,Rajasthan,Education,1997,0
333.71,2,20,1,0,0,0,38,147.56,Kerala,Grocery,1997,0
325.56,7,12,1,1,0,1,378,282.36,West Bengal,Entertainment,1990,0
2016.53,4,12,1,1,0,0,689,916.09,West Bengal,Entertainment,1993,0
1370.08,7,9,1,1,0,1,345,683.73,Maharashtra,Utilities,1979,0
36.82,6,12,1,0,0,1,677,375.05,Delhi,Fuel,1975,0
1578.29,6,15,1,0,0,1,560,510.8,Tamil Nadu,Electronics,1973,0
443.68,9,12,1,1,0,0,542,869.46,Uttar Pradesh,Travel,1995,0
1216.2,8,6,1,1,0,0,604,1510.39,Gujarat,Clothing,1975,0
200.71,7,19,1,1,0,1,332,358.69,Kerala,Healthcare,1973,0
592.44,6,12,1,0,0,0,166,243.65,Maharashtra,Electronics,1982,0
270.69,4,17,1,1,0,0,297,318.37,Karnataka,Food,1994,0
2287.38,6,8,1,0,0,0,446,423.44,West Bengal,Food,1994,0
910.86,1,13,1,0,0,0,685,281.4,Maharashtra,Fuel,1998,0
2305.51,1,18,1,1,0,1,677,136.78,Rajasthan,Electronics,1981,0
1480.94,2,20,1,0,0,1,381,425.86,Rajasthan,Clothing,1994,0
1884.22,6,8,1,0,0,0,669,2685.25,Uttar Pradesh,Healthcare,1999,0
530.13,4,14,1,0,0,0,24,438.64,Tamil Nadu,Travel,1970,0
145.03,9,10,1,0,0,0,14,604.77,Uttar Pradesh,Entertainment,1980,0
715.22,4,20,1,1,0,1,203,352.83,Tamil Nadu,Entertainment,1996,0
1832.22,8,14,1,1,0,1,98,18.55,Telangana,Clothing,1977,0
591.57,1,20,1,1,0,1,586,476.38,Maharashtra,Fuel,1982,0
66.89,8,6,1,1,0,0,410,269.72,Delhi,Travel,1981,0
2650.87,7,15,1,0,0,0,212,527.99,West Bengal,Grocery,1980,0
364.81,5,19,1,1,0,0,172,1744.22,West Bengal,Fuel,1980,0
3019.68,5,15,1,0,0,1,17,378.72,Maharashtra,Utilities,1990,0
582.6,5,17,1,0,0,0,157,1208.86,Gujarat,Utilities,1980,0
844.93,5,14,1,1,0,0,305,769.5,Maharashtra,Food,1981,0
1181.21,6,12,1,0,0,1,604,543.23,Delhi,Clothing,1988,0
2097.77,6,17,1,1,0,0,329,883.47,Kerala,Healthcare,1986,0
475.55,6,9,1,0,0,1,265,2659.95,Delhi,Electronics,1971,0
928.94,4,20,1,0,0,0,671,252.62,West Bengal,Education,1990,0
1347.62,3,12,1,0,0,0,683,96.06,West Bengal,Fuel,1979,0
1073.01,5,19,1,1,0,0,650,1539.0,Maharashtra,Education,1972,0
3818.79,2,12,1,0,0,1,9,680.48,Uttar Pradesh,Grocery,1996,0
647.46,8,11,1,0,0,1,120,212.51,Uttar Pradesh,Education,1993,0
62.4,5,6,1,1,0,0,682,257.56,Gujarat,Utilities,1987,0
2200.18,2,10,1,0,0,1,248,1412.74,Gujarat,Electronics,1990,0
879.81,1,10,1,0,0,0,90,779.41,West Bengal,Food,1999,0
593.9,2,10,1,1,0,0,445,273.48,West Bengal,Education,1982,0
618.82,10,22,4,1,1,0,50,3143.21,Gujarat,Fuel,1980,1
5936.76,29,0,4,1,0,2,37,1745.82,Gujarat,Food,1974,1
185.57,1,13,1,0,0,1,281,1285.6,Maharashtra,Electronics,1994,0
1351.9,9,12,1,0,0,0,625,767.62,Gujarat,Entertainment,1978,0
769.61,7,6,1,0,0,1,288,1118.43,Telangana,Food,1990,0
2089.18,7,16,1,1,0,1,484,201.12,Uttar Pradesh,Healthcare,1980,0
343.34,2,16,1,1,0,0,704,23.46,Tamil Nadu,Food,1998,0
1552.37,3,21,1,1,0,0,677,2863.08,Kerala,Grocery,1999,0
655.41,6,10,1,0,0,0,523,383.71,Tamil Nadu,Clothing,1992,0
571.07,2,13,1,0,0,0,616,913.39,Delhi,Clothing,1980,0
82.09,1,20,1,1,0,1,345,46.44,Maharashtra,Clothing,1991,0
2057.56,9,14,1,1,0,0,430,3838.96,Maharashtra,Grocery,1982,0
1248.32,2,18,1,1,0,1,125,1315.47,Kerala,Fuel,1987,0
3687.69,3,12,1,1,0,1,576,2210.27,Tamil Nadu,Grocery,1999,0
5500.68,1,10,1,1,0,0,181,113.62,Kerala,Clothing,1979,0
17.48,1,18,1,1,0,1,515,168.8,West Bengal,Entertainment,1997,0
3648.15,7,16,1,0,0,1,181,973.25,Maharashtra,Utilities,1998,0
70.53,8,9,1,1,0,0,536,551.33,Delhi,Healthcare,1988,0
2196.76,4,18,1,0,0,1,559,52.8,Kerala,Travel,1996,0
2491.96,5,19,1,0,0,1,430,1614.84,Karnataka,Travel,1971,0
2881.01,7,6,1,0,0,0,109,350.41,Delhi,Entertainment,1978,0
2309.84,2,13,1,0,0,0,440,379.45,Uttar Pradesh,Electronics,1988,0
772.22,8,19,1,0,0,0,598,145.51,Gujarat,Education,1976,0
143.5,7,11,1,0,0,0,510,765.49,Uttar Pradesh,Healthcare,1980,0
659.39,9,12,1,1,0,1,496,1274.64,Uttar Pradesh,Utilities,1990,0
892.68,7,12,1,1,0,0,619,150.18,Delhi,Education,1994,0
796.25,7,13,1,1,0,0,727,527.47,Rajasthan,Electronics,1993,0
904.65,2,9,1,1,0,0,688,1390.6,Gujarat,Utilities,1985,0
512.81,4,12,1,1,0,1,667,1963.75,Uttar Pradesh,Utilities,1990,0
311.73,4,15,1,1,0,0,201,1159.47,West Bengal,Travel,1976,0
74.13,2,21,1,0,0,0,219,2236.56,Gujarat,Fuel,1976,0
437.36,8,21,1,0,0,1,167,403.25,Maharashtra,Food,1979,0
1560.11,6,12,1,0,0,1,121,817.16,Uttar Pradesh,Travel,1970,0
1117.14,4,8,1,1,0,0,569,174.52,Tamil Nadu,Clothing,1980,0
179.82,6,20,1,1,0,0,391,982.53,Tamil Nadu,Electronics,1991,0
1791.64,9,19,1,1,0,1,287,1270.31,Karnataka,Fuel,1992,0
426.03,5,9,1,1,0,0,163,104.16,Delhi,Healthcare,1975,0
85.63,1,12,1,1,0,0,349,944.42,Rajasthan,Healthcare,1977,0
150.97,1,10,1,1,0,0,424,123.89,Karnataka,Travel,1999,0
831.22,5,14,1,0,0,1,32,315.55,West Bengal,Travel,1988,0
485.31,10,23,1,2,1,0,34,3608.34,Uttar Pradesh,Travel,1977,1
308.32,3,18,1,1,0,0,667,2884.05,Telangana,Electronics,1970,0
550.37,1,7,1,0,0,0,256,1312.1,Delhi,Travel,1980,0
1251.48,4,8,1,0,0,1,14,1075.28,Delhi,Education,1973,0
950.51,3,18,1,1,0,1,39,37.73,Tamil Nadu,Travel,1976,0
743.1,5,10,1,0,0,1,222,1445.15,Maharashtra,Clothing,1993,0
325.73,6,12,1,1,0,1,239,1105.9,Gujarat,Clothing,1970,0
646.81,5,12,1,0,0,1,447,936.14,Uttar Pradesh,Food,1996,0
1878.22,5,12,1,0,0,1,439,275.89,Karnataka,Education,1970,0
1133.29,3,15,1,0,0,1,218,935.24,Uttar Pradesh,Grocery,1975,0
3022.16,2,10,1,1,0,1,446,842.74,Telangana,Travel,1979,0
2585.02,8,9,1,0,0,1,652,1073.62,Maharashtra,Entertainment,1998,0
496.75,9,17,1,0,0,1,207,785.14,Kerala,Utilities,1999,0
834.4,1,3,2,2,0,2,22,4536.08,Gujarat,Healthcare,1973,1
88.64,3,18,1,1,0,1,379,662.37,Rajasthan,Electronics,1973,0
4869.8,5,11,1,0,0,0,395,5982.64,Kerala,Clothing,1974,0
2682.08,8,19,1,1,0,1,335,2381.15,Gujarat,Fuel,1990,0
2160.55,1,20,1,1,0,1,315,338.03,West Bengal,Utilities,1987,0
740.1,1,10,1,1,0,0,718,261.33,Gujarat,Entertainment,1995,0
459.95,6,8,1,0,0,1,335,78.41,Maharashtra,Clothing,1990,0
450.14,1,10,1,0,0,0,535,749.93,Rajasthan,Fuel,1984,0
377.91,3,21,1,0,0,1,555,7087.43,Telangana,Entertainment,1977,0
126.39,8,8,1,1,0,1,703,657.14,Gujarat,Grocery,1971,0
100.71,5,13,1,1,0,0,214,483.5,Tamil Nadu,Food,1975,0
1799.53,1,14,1,1,0,1,118,2555.22,Telangana,Electronics,1999,0
919.54,9,6,1,0,0,1,80,1418.14,Gujarat,Clothing,1990,0
430.86,13,22,2,0,1,1,23,16801.38,Karnataka,Fuel,1994,1
3140.65,1,14,1,0,0,1,664,1458.64,Telangana,Clothing,1988,0
3142.95,8,16,1,1,0,0,74,730.11,Maharashtra,Healthcare,1988,0
553.07,9,20,1,0,0,0,611,78.76,Telangana,Electronics,1975,0
150.11,9,11,1,0,0,1,471,2287.81,Karnataka,Grocery,1996,0
2115.64,4,17,1,0,0,1,164,350.47,Uttar Pradesh,Healthcare,1992,0
1804.82,8,13,1,1,0,0,71,246.31,Tamil Nadu,Utilities,1994,0
3647.5,6,10,1,0,0,1,46,23.68,Gujarat,Utilities,1978,0
137.94,7,17,1,0,0,0,199,3442.19,Delhi,Clothing,1996,0
136.72,4,13,1,1,0,0,509,2845.14,Karnataka,Clothing,1973,0
5297.96,9,16,1,0,0,1,442,762.02,Kerala,Education,1984,0
973.79,1,21,1,0,0,1,436,151.96,Rajasthan,Clothing,1978,0
996.42,8,21,1,1,0,1,352,189.09,Uttar Pradesh,Entertainment,1992,0
113.77,4,9,1,0,0,0,425,1868.04,Kerala,Grocery,1989,0
88.04,4,18,1,0,0,1,288,73.03,Delhi,Grocery,1971,0
1524.11,7,14,1,1,0,1,617,1825.83,Uttar Pradesh,Healthcare,1971,0
3086.61,6,7,1,1,0,0,695,590.81,Gujarat,Food,1978,0
789.44,6,11,1,1,0,0,299,999.35,Tamil Nadu,Travel,1989,0
10853.01,2,23,3,1,1,0,30,7941.09,Gujarat,Electronics,1999,1
973.03,2,14,1,1,0,1,417,32.08,Telangana,Fuel,1981,0
891.6,7,8,1,1,0,1,596,690.06,Rajasthan,Travel,1985,0
324.47,9,19,1,0,0,1,338,883.88,Delhi,Clothing,1984,0
